Ticket_ID,Order_Timestamp,Location,Item_Sold,Quantity,Unit_Cost,Unit_Price,Total_Revenue,Total_Cost,Gross_Profit,Actual_Prep_Time_Min,Target_Prep_Time_Min,Time_Variance,Is_Late
TKT-000211,2026-03-10 18:12:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,20,20,0,No
TKT-000212,2026-04-26 20:55:00,"Ravet, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,33,20,13,Yes
TKT-000213,2026-04-08 15:55:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,10,12,-2,No
TKT-000214,2026-05-19 11:48:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,14,15,-1,No
TKT-000215,2026-05-24 19:43:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,14,5,9,Yes
TKT-000216,2026-04-07 19:28:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,11,5,6,Yes
TKT-000217,2026-05-04 21:04:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-000218,2026-03-11 22:32:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-000219,2026-04-03 19:35:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,17,12,5,No
TKT-000220,2026-01-03 13:07:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,13,15,-2,No
TKT-000221,2026-05-28 19:48:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-000222,2026-06-13 20:55:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,16,5,11,Yes
TKT-000223,2026-05-27 22:05:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-000224,2026-03-31 19:15:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-000225,2026-05-27 21:37:00,"Ravet, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,27,20,7,Yes
TKT-000226,2026-05-28 22:53:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-000227,2026-04-06 11:14:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-000228,2026-02-21 15:00:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-000229,2026-06-10 22:59:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-000230,2026-06-17 19:30:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-000231,2026-05-08 20:32:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-000232,2026-02-08 21:39:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-000233,2026-03-23 19:24:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-000234,2026-04-14 21:43:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-000235,2026-05-09 20:35:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,27,15,12,Yes
TKT-000236,2026-01-11 13:57:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,16,15,1,No
TKT-000237,2026-06-27 21:24:00,"Ravet, Pune",Berry Iced Tea,3,40,180,540,120,420,16,5,11,Yes
TKT-000238,2026-05-31 19:28:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,14,5,9,Yes
TKT-000239,2026-06-08 22:16:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,25,15,10,Yes
TKT-000240,2026-02-11 19:49:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,13,5,8,Yes
TKT-000241,2026-04-09 20:29:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-000242,2026-01-07 13:12:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000243,2026-05-24 16:53:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-000244,2026-03-31 15:37:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-000245,2026-04-22 13:27:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-000246,2026-03-01 22:20:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-000247,2026-04-23 21:26:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-000248,2026-01-02 19:38:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-000249,2026-05-09 22:36:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-000250,2026-02-17 16:35:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,3,5,-2,No
TKT-000251,2026-05-20 21:32:00,"Ravet, Pune",Berry Iced Tea,3,40,180,540,120,420,18,5,13,Yes
TKT-000252,2026-02-06 14:00:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,19,20,-1,No
TKT-000253,2026-06-09 20:59:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,22,20,2,No
TKT-000254,2026-01-09 19:08:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,29,20,9,Yes
TKT-000255,2026-04-09 16:01:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,5,5,0,No
TKT-000256,2026-05-27 17:17:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,13,12,1,No
TKT-000257,2026-02-17 17:11:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,12,12,0,No
TKT-000258,2026-05-11 21:08:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,27,15,12,Yes
TKT-000259,2026-05-28 21:16:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-000260,2026-06-01 20:22:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-000261,2026-02-23 20:25:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,25,15,10,Yes
TKT-000262,2026-04-30 19:42:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,24,12,12,Yes
TKT-000263,2026-06-10 17:28:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-000264,2026-06-01 19:30:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-000265,2026-04-26 20:44:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,12,5,7,Yes
TKT-000266,2026-03-16 22:07:00,"Ravet, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,23,15,8,Yes
TKT-000267,2026-04-23 21:41:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,16,5,11,Yes
TKT-000268,2026-06-13 19:14:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,34,20,14,Yes
TKT-000269,2026-06-15 19:53:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-000270,2026-04-14 21:42:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-000271,2026-03-25 19:34:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-000272,2026-04-22 12:38:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-000273,2026-04-09 22:00:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,11,5,6,Yes
TKT-000274,2026-06-02 20:58:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,9,5,4,No
TKT-000275,2026-04-03 11:02:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,4,5,-1,No
TKT-000276,2026-05-26 21:14:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,10,5,5,No
TKT-000277,2026-05-08 21:03:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-000278,2026-04-20 15:20:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-000279,2026-03-23 18:30:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,23,20,3,No
TKT-000280,2026-02-23 22:29:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-000281,2026-06-12 11:59:00,"Viman Nagar, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,24,20,4,No
TKT-000282,2026-06-18 18:18:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,8,5,3,No
TKT-000283,2026-06-10 20:21:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-000284,2026-03-09 21:05:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-000285,2026-02-02 19:01:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,19,5,14,Yes
TKT-000286,2026-05-22 20:04:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000287,2026-01-21 21:33:00,"FC Road, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,20,12,8,Yes
TKT-000288,2026-02-17 11:10:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000289,2026-05-28 22:27:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,16,12,4,No
TKT-000290,2026-05-08 22:32:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-000291,2026-05-16 19:20:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-000292,2026-05-15 20:28:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,19,15,4,No
TKT-000293,2026-05-25 15:45:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-000294,2026-05-08 19:28:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-000295,2026-02-02 21:14:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-000296,2026-06-25 22:33:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,12,5,7,Yes
TKT-000297,2026-04-25 19:56:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,23,12,11,Yes
TKT-000298,2026-04-29 22:34:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-000299,2026-01-22 18:16:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-000300,2026-06-07 21:54:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000301,2026-02-07 13:01:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,4,5,-1,No
TKT-000302,2026-04-19 19:23:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-000303,2026-02-20 21:48:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,15,5,10,Yes
TKT-000304,2026-01-08 21:55:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-000305,2026-01-27 20:44:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,32,20,12,Yes
TKT-000306,2026-01-27 22:21:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,34,20,14,Yes
TKT-000307,2026-01-21 21:39:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-000308,2026-01-30 19:38:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-000309,2026-04-07 20:02:00,"Ravet, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,33,20,13,Yes
TKT-000310,2026-01-28 21:12:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,27,20,7,Yes
TKT-000311,2026-04-21 20:56:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-000312,2026-03-02 18:36:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,16,15,1,No
TKT-000313,2026-02-17 19:08:00,"FC Road, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,14,12,2,No
TKT-000314,2026-05-27 19:12:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,17,5,12,Yes
TKT-000315,2026-01-04 21:24:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,23,12,11,Yes
TKT-000316,2026-02-04 20:56:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,8,5,3,No
TKT-000317,2026-02-18 11:35:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-000318,2026-01-17 21:51:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,16,5,11,Yes
TKT-000319,2026-06-21 21:46:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,24,15,9,Yes
TKT-000320,2026-06-07 21:25:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-000321,2026-02-15 21:36:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-000322,2026-04-27 14:56:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,6,5,1,No
TKT-000323,2026-01-06 13:41:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,20,20,0,No
TKT-000324,2026-04-09 20:53:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,19,12,7,Yes
TKT-000325,2026-05-04 14:44:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,15,15,0,No
TKT-000326,2026-02-06 17:58:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,16,15,1,No
TKT-000327,2026-01-24 11:52:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,14,12,2,No
TKT-000328,2026-04-03 22:15:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-000329,2026-02-15 16:18:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,8,5,3,No
TKT-000330,2026-04-05 14:51:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-000331,2026-04-09 20:39:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-000332,2026-04-26 21:30:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,25,15,10,Yes
TKT-000333,2026-06-09 22:26:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-000334,2026-06-10 14:31:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-000335,2026-03-08 22:42:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,25,15,10,Yes
TKT-000336,2026-05-08 14:01:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,15,15,0,No
TKT-000337,2026-01-18 22:24:00,"FC Road, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,7,5,2,No
TKT-000338,2026-01-25 22:16:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,23,20,3,No
TKT-000339,2026-02-23 20:04:00,"Koregaon Park, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,24,12,12,Yes
TKT-000340,2026-02-27 20:31:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000341,2026-03-08 19:57:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-000342,2026-04-14 18:31:00,"Viman Nagar, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,15,12,3,No
TKT-000343,2026-06-23 21:30:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-000344,2026-01-24 19:25:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-000345,2026-04-24 11:08:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-000346,2026-02-01 22:33:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,14,5,9,Yes
TKT-000347,2026-06-24 14:48:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,14,15,-1,No
TKT-000348,2026-03-27 21:38:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,18,5,13,Yes
TKT-000349,2026-05-31 19:28:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,32,20,12,Yes
TKT-000350,2026-05-07 20:58:00,"Viman Nagar, Pune",Berry Iced Tea,3,40,180,540,120,420,17,5,12,Yes
TKT-000351,2026-06-04 18:06:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-000352,2026-05-10 12:43:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,19,20,-1,No
TKT-000353,2026-01-17 22:10:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-000354,2026-04-14 21:52:00,"FC Road, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,14,5,9,Yes
TKT-000355,2026-06-10 22:12:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-000356,2026-05-17 16:43:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,13,15,-2,No
TKT-000357,2026-02-12 21:39:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,34,20,14,Yes
TKT-000358,2026-06-25 22:02:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,17,5,12,Yes
TKT-000359,2026-02-08 13:52:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,13,15,-2,No
TKT-000360,2026-06-19 20:57:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,25,20,5,No
TKT-000361,2026-01-26 22:51:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-000362,2026-04-09 22:18:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,10,5,5,No
TKT-000363,2026-02-19 21:20:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,14,5,9,Yes
TKT-000364,2026-06-02 22:40:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,26,12,14,Yes
TKT-000365,2026-06-01 19:08:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000366,2026-01-13 21:12:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,32,20,12,Yes
TKT-000367,2026-03-01 22:03:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,8,5,3,No
TKT-000368,2026-05-15 21:56:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,22,15,7,Yes
TKT-000369,2026-02-26 22:26:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-000370,2026-02-05 19:35:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-000371,2026-06-22 21:44:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,17,15,2,No
TKT-000372,2026-01-20 19:27:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,11,5,6,Yes
TKT-000373,2026-03-06 20:28:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-000374,2026-01-08 18:55:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,21,20,1,No
TKT-000375,2026-05-24 19:44:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,8,5,3,No
TKT-000376,2026-05-22 14:22:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,14,15,-1,No
TKT-000377,2026-04-25 20:54:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,19,5,14,Yes
TKT-000378,2026-05-23 18:13:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,4,5,-1,No
TKT-000379,2026-04-02 22:07:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-000380,2026-04-08 21:02:00,"Viman Nagar, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,26,20,6,Yes
TKT-000381,2026-03-07 19:38:00,"Koregaon Park, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,14,12,2,No
TKT-000382,2026-02-01 21:16:00,"Viman Nagar, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,29,20,9,Yes
TKT-000383,2026-03-27 22:13:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,15,5,10,Yes
TKT-000384,2026-02-20 19:12:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-000385,2026-06-02 15:16:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,19,20,-1,No
TKT-000386,2026-03-04 20:42:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-000387,2026-05-05 22:10:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,29,20,9,Yes
TKT-000388,2026-05-30 19:53:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-000389,2026-02-27 19:29:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,29,20,9,Yes
TKT-000390,2026-02-27 16:35:00,"Ravet, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,6,5,1,No
TKT-000391,2026-03-27 19:24:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-000392,2026-02-18 21:46:00,"Koregaon Park, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,26,12,14,Yes
TKT-000393,2026-06-29 19:55:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-000394,2026-06-19 11:41:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,9,5,4,No
TKT-000395,2026-03-11 13:52:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,5,5,0,No
TKT-000396,2026-01-15 21:53:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,24,15,9,Yes
TKT-000397,2026-02-23 21:07:00,"Ravet, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,24,12,12,Yes
TKT-000398,2026-04-11 12:54:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,4,5,-1,No
TKT-000399,2026-01-08 20:55:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,22,12,10,Yes
TKT-000400,2026-02-22 20:59:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-000401,2026-03-01 21:05:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-000402,2026-04-18 22:36:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,21,12,9,Yes
TKT-000403,2026-01-05 17:02:00,"FC Road, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,24,20,4,No
TKT-000404,2026-04-13 21:29:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-000405,2026-01-06 21:00:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,23,12,11,Yes
TKT-000406,2026-04-19 22:33:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,12,5,7,Yes
TKT-000407,2026-04-26 21:23:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,8,5,3,No
TKT-000408,2026-04-04 22:15:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-000409,2026-02-16 22:52:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,19,12,7,Yes
TKT-000410,2026-04-09 22:26:00,"Ravet, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,19,12,7,Yes
TKT-000411,2026-02-24 22:31:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,19,12,7,Yes
TKT-000412,2026-06-17 20:38:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-000413,2026-02-21 22:28:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,13,5,8,Yes
TKT-000414,2026-05-24 20:44:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,27,15,12,Yes
TKT-000415,2026-01-13 22:52:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,26,12,14,Yes
TKT-000416,2026-04-24 21:56:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-000417,2026-05-04 19:40:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,17,12,5,No
TKT-000418,2026-04-16 21:33:00,"Viman Nagar, Pune",Spicy Miso Ramen,2,180,450,900,360,540,23,12,11,Yes
TKT-000419,2026-06-07 14:20:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,18,20,-2,No
TKT-000420,2026-05-27 21:49:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,22,20,2,No
TKT-000421,2026-05-25 18:18:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-000422,2026-04-30 21:47:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-000423,2026-03-04 21:43:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,18,5,13,Yes
